醫事機構代碼,醫事機構名稱,醫事機構電話,醫事機構地址,經度,緯度
5932011370,家福聯合藥局,(03)2289492,桃園市桃園區中山路６２３號,121.2939,24.99093
5932011503,文安藥局,(03)3558999,桃園市桃園區中正路６９９號,121.3032,25.00685
5932011576,三芳藥局,(03)3390986,桃園市桃園區民族路２３２號,121.3073,24.99558
5932011585,北醫藥局,(03)3575806,桃園市桃園區中正路８５４號,121.3011,25.01082
5932011610,郁祥藥局,(03)3335495,桃園市桃園區成功里春日路２１６號,121.3156,24.99722
5932011638,明光藥局,(03)3380427,桃園市桃園區中山東路１１７之１號,121.317,24.9968
5932011692,正安藥局,(03)3329461,桃園市桃園區東山里安東街５８號,121.3158,24.99265
5932011870,永祥大藥局,(03)3337161,桃園市桃園區永安路５２８號,121.2986,25.00181
5932011898,健安藥局,(03)3344624,桃園市桃園區北門里民生路２９５號,121.3116,24.99747
5932012359,長鴻藥師藥局,(03)3324728,桃園市桃園區中興里永安路２７７之５號,121.3018,24.99898
5932012402,聖昌藥師藥局,(03)3266654,桃園市桃園區莊敬里中正路１２３８號１樓,121.2975,25.01898
5932012457,禾安連鎖藥局,(03)3318966,桃園市桃園區中山路２５４號,121.3067,24.99277
5932012493,吉生藥局,(03)3626220,桃園市桃園區延平路３２號,121.3141,24.98537
5932012573,悅藥坊人文藥局,(03)3761688,桃園市桃園區桃智路６號,121.2948,24.96505
5932012591,迦南藥局,(03)3609938,桃園市桃園區國聖一街６１號１樓之１,121.2885,24.98721
5932012671,美德藥師藥局,(03)3354160,桃園市桃園區中正路２３０號,121.3104,24.99586
5932012742,益兒康藥局,(03)3798851,桃園市桃園區國際路二段４０號,121.2887,24.99146
5932012813,桃園大興藥局,(03)3013222,桃園市桃園區大興西路二段７６巷３號,121.2984,25.01183
5932012902,天濟堂藥局,(03)3614983,桃園市桃園區桃鶯路３８８之８號,121.3231,24.97623
5932013007,南門藥局,(03)3335395,桃園市桃園區南華街５３號,121.3083,24.99047
5932013034,永明藥師藥局,(03)3343606,桃園市桃園區永安路２６４號,121.304,24.99839
5932013114,仁悅藥師藥局,(03)3361718,桃園市桃園區中山路６０號１樓,121.3116,24.99496
5932013123,桃康藥局,(03)3641815,桃園市桃園區桃鶯路２０３號,121.3184,24.98495
5932013203,龍城藥局,(03)2170662,桃園市桃園區龍壽里龍城五街６０號,121.2702,24.97902
5932013338,合豐藥局,(03)3394007,桃園市桃園區中山東路８２號,121.3176,24.99664
5932013374,芳鄰藥局,(03)3679498,桃園市桃園區昆明路３９號,121.3173,24.98372
5932013392,桃園中正藥局,(03)3381600,桃園市桃園區中正路３７３號,121.3079,24.99955
5932013409,欣立藥局,(03)3792001,桃園市桃園區龍安街１８１－１號１樓,121.2782,24.99294
5932013436,和康藥局,(03)3672399,桃園市桃園區三民路三段５６９號１樓,121.3076,24.98395
5932013605,新華興藥局,(03)3267777,桃園市桃園區中正路６６５號,121.3038,25.00597
5932013614,桃元松藥局,(03)3611066,桃園市桃園區建華三街４２號,121.3118,24.98294
5932013650,金安藥局,(03)3398088,桃園市桃園區南華街１４８號,121.3077,24.99269
5932013687,桃園春日藥局,(03)3580101,桃園市桃園區春日路８７８號,121.3096,25.01561
5932013721,桃園民光藥局,(03)3364888,桃園市桃園區中正路５６９號,121.3049,25.0041
5932013749,桃園寶山藥局,(03)3250562,桃園市桃園區寶山街７２號,121.3175,25.01291
5932013829,春日丁丁藥局,(03)3570966,桃園市桃園區春日路６９０號,121.3105,25.01124
5932013856,大滝藥局,(03)3607258,桃園市桃園區龍壽街７４－２號,121.269,24.97999
5932013865,全球龍安藥局,(03)3609639,桃園市桃園區龍安街１１１號,121.2798,24.9897
5932013874,經國藥局,(03)3151959,桃園市桃園區經國路２００號,121.3054,25.01751
5932013883,桃園大有藥局,(03)3460793,桃園市桃園區大有路５５６號,121.3181,25.01393
5932013909,莊敬長青藥師藥局,(03)3587676,桃園市桃園區莊敬路一段３２３號１樓,121.2971,25.02393
5932013918,益壽藥局,(03)3693100,桃園市桃園區中山路８２８、８３０、８３２、８３４、８３６號,121.2902,24.99093
5932013972,合祥藥局,(03)3703010,桃園市桃園區國際路二段８號１樓,121.2886,24.99044
5932013981,安慶藥局,(03)3027267,桃園市桃園區安慶街９１號,121.2924,25.01812
5932013990,福澤大業藥局,(03)3563865,桃園市桃園區大業路１段４２２號１樓,121.3118,25.01473
5932014004,同德辰安藥局,(03)3012028,桃園市桃園區同德十街２５號,121.294,25.01835
5932014013,力行藥局,(03)3391368,桃園市桃園區力行路９８號,121.3027,25.00206
5932014031,大廟藥局,(03)3337006,桃園市桃園區中山路１５８號１樓,121.3091,24.99342
5932014040,奇美大藥局,(03)3587727,桃園市桃園區中正五街１８５號,121.3014,25.00513
5932014059,桃園南平藥局,(03)3165222,桃園市桃園區南平路３０２－１號１樓,121.2989,25.01855
5932014077,新資生民安大藥局,(03)3310098,桃園市桃園區民安路９８號１樓,121.2997,24.99691
5932014102,小飛象藥局,(03)3552771,桃園市桃園區慈文路１９２號,121.3041,25.00907
5932014111,鴻發藥師藥局,(03)3582468,桃園市桃園區大有路５４３號,121.3171,25.0149
5932014120,尚禾藥局,(03)3256998,桃園市桃園區大業路１段２９２號１樓,121.3148,25.00932
5932014148,躍獅興業藥局,(03)3163569,桃園市桃園區大業路２段１５號１樓,121.3112,25.01628
5932014157,愛兒康藥局,(03)3789142,桃園市桃園區龍安街１４７號１樓,121.2794,24.99127
5932014166,華康中西藥局,(03)3166920,桃園市桃園區中埔六街３號１號,121.2964,25.01549
5932014175,東門大藥局,(03)3378919,桃園市桃園區春日路７５號,121.3169,24.99305
5932014184,浤安藥局,(03)3577665,桃園市桃園區慈德街１號１樓,121.3019,25.00685
5932014228,復興大藥局,(03)3398979,桃園市桃園區復興路４３號１樓,121.3168,24.9908
5932014246,中平啄木鳥藥局,(03)2207457,桃園市桃園區中平路１３６號,121.2931,24.9861
5932014255,杏昌藥局,(03)3573268,桃園市桃園區中正路１１００號１樓,121.2992,25.0153
5932014273,藝文藥局,(03)3261789,桃園市桃園區大興西路１段１６５號,121.3049,25.01414
5932014291,躍獅民生藥局,(03)3362359,桃園市桃園區民生路２２８號１樓,121.313,24.99472
5932014317,躍獅省桃藥局,(03)3791488,桃園市桃園區龍壽街２４號,121.2697,24.97836
5932014326,闔新藥局,(03)3317279,桃園市桃園區中正路５７６號１樓,121.3054,25.00388
5932014335,熊寶寶藥局,(03)3636915,桃園市桃園區延平路１１１號,121.3148,24.98434
5932014344,豐藝藥局,(03)2200977,桃園市桃園區泰昌三街２３號１樓,121.2943,24.98954
5932014371,杏一桃園敏盛藥局,(03)3254973,桃園市桃園區經國路１１８號,121.3065,25.01545
5932014399,澄心藥局,(03)3771468,桃園市桃園區桃鶯路３０５號１樓,121.3193,24.98265
5932014406,悅藥坊敦陽藥局,(03)3367068,桃園市桃園區力行路３８５巷１７號,121.2976,24.99813
5932014415,多多藥局,(03)3162133,桃園市桃園區南平路１８３號１樓,121.3022,25.01946
5932014424,桃園中山藥局,(03)2207168,桃園市桃園區中山路７０７號,121.2914,24.99079
5932014433,樺品藥局,(03)3476667,桃園市桃園區中華路４８號１樓,121.3104,24.99093
5932014442,新光藥局,(03)3310133,桃園市桃園區大有路１７２號,121.3209,25.00752
5932014460,桃鶯藥局,(03)3675100,桃園市桃園區桃鶯路１０２號,121.318,24.98516
5932014479,康是美藥局吉昌店,(03)2289258,桃園市桃園區中平路２９、２９之１號１、２樓,121.2923,24.98974
5932014488,琦舜藥師藥局,(03)3695001,桃園市桃園區文中三路６３號,121.2885,24.99724
5932017069,佳赫藥局,(03)3701037,桃園市桃園區龍壽街４８號,121.2694,24.97902
5932017096,榮生藥師藥局,(03)3396120,桃園市桃園區民生路２７５號一樓,121.3118,24.99697
5932017112,全安藥師藥局,(03)3023107,桃園市桃園區寶慶路４２９號,121.29,25.01915
5932018520,保安藥師藥局,(03)3578722,桃園市桃園區春日路一三七二號,121.3058,25.0269
5932018539,新永安藥師藥局,(03)3471180,桃園市桃園區永安路４６６號,121.2994,25.00081
5932018548,五代全民藥局,(03)3355001,桃園市桃園區中山路九十七號,121.3107,24.99424
5932018593,品一藥局,(03)3638510,桃園市桃園區建新街７６號,121.3118,24.98261
5932018628,民富大藥局,(03)3469976,桃園市桃園區大有路４８８號,121.3186,25.01277
5932018940,均安藥局,(03)3581695,桃園市桃園區寶山街６１號,121.3172,25.01231
5932019045,大一藥局,(03)2171836,桃園市桃園區中山路684之一號一樓,121.2946,24.9912
5932019116,慈安藥局,(03)3369599,桃園市桃園區永安路３８３號,121.299,25.00086
5932019143,弘光藥師藥局,(03)2170167,桃園市桃園區國際路一段１１３５號,121.2891,24.98774
5932019330,同生藥師藥局,(03)3349791,桃園市桃園區永安路３１８號,121.3029,24.99888
5932019581,莘莘藥局,(03)3170681,桃園市桃園區莊敬路一段３６８號,121.2957,25.02375
5932019929,元氣藥局,(03)3332201,桃園市桃園區民光東路一Ｏ九號,121.3183,25.0079
593201A195,力美藥局,(03)3334191,桃園市桃園區永安路三七七號,121.2992,25.00066
593201A284,康泰藥局,(03)3588299,桃園市桃園區大業路一段三二三號,121.3127,25.01136
593201A506,永忻藥局,(03)3585569,桃園市桃園區大興路一九三號一樓,121.312,25.01564
593201A604,藝文啄木鳥藥局,(03)3467698,桃園市桃園區中正路１３５７、１３５９、１３６１號,121.2951,25.02292
593201A631,大國民藥局,(03)3355575,桃園市桃園區中正路５７８號１樓,121.3053,25.00403
593201A640,大心藥局,(03)2209842,桃園市桃園區中平路１４１號,121.2934,24.98627
593201A668,佑您康聯合藥局,(03)3463999,桃園市桃園區寶山街３８５號,121.3117,25.01068
593201A695,安祐藥局,(03)3166889,桃園市桃園區南平路516之1號,121.2937,25.01633
5932020324,回生藥局,(03)4616483,桃園市中壢區福州二街４０８號,121.232,24.9676
5932020360,日進藥局,(03)4569132,桃園市中壢區中山東路二段１５６號,121.2394,24.95276
5932020502,禾安藥局,(03)4627066,桃園市中壢區福德路５２號１F,121.2587,24.97445
5932020548,生富藥師藥局,(03)4941475,桃園市中壢區新明里中央西路二段７６號,121.2162,24.95848
5932020575,國泰藥局,(03)4937136,桃園市中壢區中正路３４２號,121.1939,24.97931
5932020691,崧德堂藥局,(03)4555035,桃園市中壢區文化路３６２號,121.2508,24.97918
5932021036,廣怡藥局,(03)4366885,桃園市中壢區華勛街２５６號,121.2603,24.94865
5932021045,井田藥局,(03)4572003,桃園市中壢區東興里中北路二段八號一樓,121.2233,24.94962
5932021090,新生藥師藥局,(03)4919796,桃園市中壢區民權路５２號,121.2172,24.95608
5932021214,新象藥局,(03)4277585,桃園市中壢區元化路６２號,121.2276,24.95767
5932021269,優良藥局,(03)4612336,桃園市中壢區長春路２０號,121.2499,24.97907
5932021401,懷仁藥師健保藥局,(03)4378466,桃園市中壢區中北路９３號１樓,121.238,24.95653
5932021438,全球永美大藥局,(03)4661839,桃園市中壢區中山東路二段５３０號１至２樓,121.2454,24.9468
5932021554,領耀大藥局,(03)4253038,桃園市中壢區中央里元化路９７號１樓,121.2282,24.9584
5932021670,日光健康藥局,(03)4383559,桃園市中壢區華祥一街２號１樓,121.2606,24.94827
5932021689,立康專業藥局,(03)4553121,桃園市中壢區莊敬路８６５號,121.2543,24.96376
5932021812,慧中健保藥局,(03)4556129,桃園市中壢區成章二街１４１號１樓,121.2568,24.98025
5932021830,億源藥局,(03)4595111,桃園市中壢區林森路１７６號,121.2268,24.94399
5932021885,誠新藥局,(03)4517296,桃園市中壢區新中北路二段４８７號１樓,121.2643,24.95584
5932022051,正翰藥師藥局,(03)4664171,桃園市中壢區龍東路４９８號,121.2569,24.93482
5932022159,躍獅新明藥局,(03)2813361,桃園市中壢區新明路６６號１樓,121.215,24.95868
5932022257,星康生活藥局,(03)4252869,桃園市中壢區中美路二段94號,121.2218,24.96005
5932022346,宜美大藥局,(03)4637687,桃園市中壢區莊敬路７１６號,121.2569,24.96642
5932022355,新家福藥局,(03)4621658,桃園市中壢區福州二街４１９號,121.2325,24.968
5932022524,家佳聯合藥局,(03)4273960,桃園市中壢區中光路１４號,121.2256,24.95717
5932022631,中壢中正藥局,(03)4014100,桃園市中壢區中正路３６３、３６５號,121.2163,24.95532
5932022640,博士藥師藥局,(03)4280557,桃園市中壢區健行路２２０號,121.2281,24.94748
5932022766,佳敬藥局,(03)2713595,桃園市中壢區莊敬路１６０號,121.2573,24.96796
5932022971,得群藥局,(03)4535953,桃園市中壢區自強六路４２號,121.2479,24.97409
5932022980,美佑康活力藥局,(03)2810018,桃園市中壢區五福里中正路６２７號,121.2108,24.95947
5932023012,鴻安中西藥局,(03)4520615,桃園市中壢區新中北路二段１９１號１樓,121.2625,24.95597
5932023021,辰鴻藥局,(03)4638639,桃園市中壢區環中東路１１０號,121.2585,24.96527
5932023058,福澤健行藥局,(03)4681988,桃園市中壢區健行路１３９號,121.2275,24.94943
5932023094,中壢民權藥局,(03)4014961,桃園市中壢區民權路３２６、３２８號,121.2054,25.0001
5932023110,長偕社區藥局,(03)4631995,桃園市中壢區環中東路１６０號,121.2573,24.96472
5932023174,康華藥局,(03)4632313,桃園市中壢區忠孝路１４號１樓,121.2565,24.97331
5932023183,佳華藥局,(03)2753018,桃園市中壢區六和路４６號,121.2244,24.96452
5932023192,聖康藥局,(03)2871491,桃園市中壢區洽溪里永平街６３號１樓,121.2034,25.0077
5932023254,博鈞藥局,(03)4256093,桃園市中壢區元化路２２６號２樓,121.2266,24.96106
5932023281,裕翔藥局,(03)4355499,桃園市中壢區榮民路４８號１樓,121.2606,24.96956
5932023307,晟康健保藥局,(03)4950218,桃園市中壢區永光里環北路４號１樓桃園市中壢區民權路二段３４號,121.225,24.96565
5932023325,新資生榮民大藥局,(03)4636831,桃園市中壢區興仁里榮民路１０３號,121.2608,24.9682
5932023334,欣安藥局,(03)4285880,桃園市中壢區龍岡路三段１７６號,121.2335,24.93561
5932023370,中力藥局,(03)4273119,桃園市中壢區復興路５４號,121.2249,24.95742
